Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N	channel_134C	channel_135N
tr|Q8YT49|Q8YT49_NOSS1	Q8YT49	Q8YT49_NOSS1	cmpA	458	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Bicarbonate transport bicarbonate-binding protein 	3:Protein inferred from homology	62.23	1	0.999	24	24	24	265	265	265	4144499712	4144499712	4144499712	10K(304.2071), 11K(304.2071), 13K(304.2071), 13M(15.9949), 14K(304.2071), 15K(304.2071), 15M(15.9949), 16K(304.2071), 17K(304.2071), 21K(304.2071), 2M(15.9949), 3M(15.9949), 4M(15.9949), 7C(57.0214), 8K(304.2071), 9C(57.0214), 9K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	29908243.9541	521106646.9766	2095230513.6113	978368625.8594	227712345.5654	127667764.0537	46551396.8699	25729592.3589	15623925.0361	8420170.1248	7679847.4912	7034706.6453	7434817.3271	5314666.5815	7550142.4447	7713801.7594	9024117.4615	20778291.6909
tr|Q8YT51|Q8YT51_NOSS1	Q8YT51	Q8YT51_NOSS1	cdgK	1817	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Two-component hybrid sensor and regulator 	4:Protein predicted	0.44	1	0.9986	1	1	1	1	1	1	     0	     0	     0	2C(57.0214), 8K(304.2071), N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|Q8YT52|Q8YT52_NOSS1	Q8YT52	Q8YT52_NOSS1	cdgS	330	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Two-component response regulator 	4:Protein predicted	4.85	1	0.999	2	2	2	2	2	2	1074731	1074731	1074731	8K(304.2071), N-term(304.2071)	NA	NA	19151.9858	126193.5547	293530.1328	200863.0547	116276.2383	71147.4062	27515.8115	17811.686	18224.7993	12766.1738	12390.5137	19162.9585	23760.1807	10823.6934	19761.5708	14015.0957	23662.6787	67699.6123
tr|Q8YT55|Q8YT55_NOSS1	Q8YT55	Q8YT55_NOSS1	all2871	203	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All2871 protein 	4:Protein predicted	33.99	1	0.999	6	6	6	10	10	10	25002648	25002648	25002648	11M(15.9949), 12K(304.2071), 15K(304.2071), 2K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	125033.8296	1092532.2852	2523081.8125	1548043.707	576898.6133	318492.126	164582.1187	127869.7283	102647.9714	60578.4561	54849.9087	32955.2449	48291.5486	34803.5623	36784.7231	38344.3845	57277.4055	80097.1792
tr|Q8YT56|Q8YT56_NOSS1	Q8YT56	Q8YT56_NOSS1	all2870	641	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All2870 protein 	4:Protein predicted	10.92	1	0.999	7	7	7	9	9	9	25733238	25733238	25733238	10K(304.2071), 13K(304.2071), 16K(304.2071), 1K(304.2071), 5M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	117356.3506	505080.1523	2015580.4922	4702025.0156	2535912.1016	1108969.957	361314.8848	167260.5938	98885.3721	69459.1057	58115.9648	86714.9878	72451.095	80132.062	64921.3877	84663.6411	82834.0518	258642.98
tr|Q8YT57|Q8YT57_NOSS1	Q8YT57	Q8YT57_NOSS1	all2869	434	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All2869 protein 	4:Protein predicted	11.29	1	0.999	5	5	5	5	5	5	75615835	75615835	75615835	11K(304.2071), 12K(304.2071), 3M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	189440.1836	941880.4062	4267459.0625	2777637.0625	946518.7031	437620.0078	204553.4727	126247.1738	124567.332	84079.9824	81874.8984	62615.8086	49271.9512	29965.3589	47233.4419	58921.3647	82383.4702	297628.918
tr|Q8YT61|Q8YT61_NOSS1	Q8YT61	Q8YT61_NOSS1	alr2865	318	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2865 protein 	4:Protein predicted	14.15	1	0.999	4	4	4	5	5	5	12048638	12048638	12048638	13K(304.2071), 5M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	73861.8027	1275417.7812	4140553.875	1807632.375	508711.7422	248402.3203	85293.1182	41187.5757	37148.6357	23573.2656	20633.3149	25405.646	27043.2983	3979.4172	27790.6926	20324.9563	63630.6558	39970.3374
tr|Q8YT67|Q8YT67_NOSS1	Q8YT67	Q8YT67_NOSS1	alr2859	292	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2859 protein 	4:Protein predicted	5.82	1	0.999	2	2	2	2	2	2	     0	     0	     0	10K(304.2071), 6C(57.0214), 7K(304.2071), N-term(304.2071)	NA	NA	18353.1836	181102.375	328603.1562	224465.9219	104877.0234	65700.5703	23356.8086	14061.3984	13741.376	6623.6963	10318.2803	12458.5547	12228.3174	9998.7822	14222.1523	16867.791	21340.1094	42813.0938
tr|Q8YT74|Q8YT74_NOSS1	Q8YT74	Q8YT74_NOSS1	all2852	371	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All2852 protein 	4:Protein predicted	15.09	1	0.999	4	4	4	5	5	5	4340387	4340387	4340387	16K(304.2071), 2M(15.9949), 7K(304.2071), N-term(304.2071)	NA	NA	36741.9453	521539.3125	826871.8125	740056.125	299322.2812	172635.8125	47263.5078	25691.1348	18836.0293	10106.9619	11641.0566	10524.9893	12970.4512	0	10066.6221	0	0	13796.1816
tr|Q8YT75|Q8YT75_NOSS1	Q8YT75	Q8YT75_NOSS1	alr2851	406	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2851 protein 	4:Protein predicted	20.2	1	0.999	6	6	6	11	11	11	9483669	9483669	9483669	13M(15.9949), 17K(304.2071), 5C(57.0214), 9K(304.2071), N-term(304.2071)	NA	NA	97680.4507	789359.0781	985575.8066	484252.6328	192891.3486	125498.2085	70334.5686	50603.8147	48836.2839	27396.5352	35400.4702	33542.5481	36144.269	25759.0588	33677.2144	17733.0811	43012.457	52877.4575
tr|Q8YT78|Q8YT78_NOSS1	Q8YT78	Q8YT78_NOSS1	asl2848	98	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Asl2848 protein 	4:Protein predicted	11.22	1	0.999	1	1	1	1	1	1	16893084	16893084	16893084	N-term(304.2071)	NA	NA	3315142	6187901.5	1484661.5	400760.2812	122507.4062	79685.5547	64096.4258	39226.918	47032.2773	39031.8398	35004.7305	30608.123	42506.9883	25966.6094	36741.9492	16194.1338	35799.418	30196.6621
tr|Q8YT87|Q8YT87_NOSS1	Q8YT87	Q8YT87_NOSS1	alr2839	381	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Glycosyltransferase 	4:Protein predicted	18.64	1	0.999	7	7	7	9	9	9	15978476	15978476	15978476	10K(304.2071), 3M(15.9949), 7K(304.2071), N-term(304.2071)	NA	NA	73959.3025	910763.9297	3377545.0625	1847136.2422	633959.9121	306377.8223	127942.417	85665.105	57854.4321	46869.2714	59275.4131	51984.8398	85294.5352	47932.4514	34640.6658	34467.6768	52869.4736	92241.8015
tr|Q8YT92|Q8YT92_NOSS1	Q8YT92	Q8YT92_NOSS1	alr2832	362	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2832 protein 	4:Protein predicted	6.63	1	0.999	3	3	3	5	5	5	29223038	29223038	29223038	6C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	5759.0728	41740.3906	102506.3047	268269.9688	884035.4375	160007.0469	40204.7188	15622.4463	8334.8018	5779.0308000000005	5297.7188	2691.238	5437.0146	2563.7578	11990.6113	2353.8547	10797.2344	5828.0742
tr|Q8YT93|Q8YT93_NOSS1	Q8YT93	Q8YT93_NOSS1	alr2831	437	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2831 protein 	4:Protein predicted	35.47	1	0.999	13	13	13	43	43	43	287860188	284731232	284731232	10K(304.2071), 12C(57.0214), 12K(304.2071), 13M(15.9949), 14M(15.9949), 15K(304.2071), 16K(304.2071), 17K(304.2071), 24K(304.2071), 3M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), 9M(15.9949), N-term(304.2071)	NA	NA	1679412.7581	15402515.9688	59105897.9219	43105625.3398	12561457.8467	5476455.6948	2046213.2505	1077128.5188	770856.2454	544607.8635	620847.748	554365.3088	573878.6245	531061.8821	525923.5657	440814.6182	611533.4963	671966.5708
tr|Q8YT94|Q8YT94_NOSS1	Q8YT94	Q8YT94_NOSS1	rfbC	189	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	dTDP-4-dehydrorhamnose 3,5-epimerase 	3:Protein inferred from homology	32.8	1	0.999	5	5	5	7	7	7	16663457	16663457	16663457	10K(304.2071), 13K(304.2071), 19C(57.0214), 26K(304.2071), 2M(15.9949), 3C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	154088.0703	808380.6094	669424.9062	318807.5117	123234.3789	72650.168	42963.377	18407.0742	4324.8711	2565.2429	0	2413.9033	0	0	0	0	10045.2844	12497.2913
tr|Q8YT96|Q8YT96_NOSS1	Q8YT96	Q8YT96_NOSS1	alr2828	337	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2828 protein 	4:Protein predicted	16.62	1	0.999	6	6	6	7	7	7	23587283	23587283	23587283	6C(57.0214), 8M(15.9949), 9C(57.0214), 9K(304.2071), N-term(304.2071)	NA	NA	230052.502	1715519.9922	3105609.6094	2613734.6875	1643461.4688	975996.7812	531384.707	276559.4043	283035.4639	164805.5776	173154.2944	159816.7651	142617.5542	88297.5906	126316.1794	133807.2104	190382.7295	288808.1323
tr|Q8YT97|Q8YT97_NOSS1	Q8YT97	Q8YT97_NOSS1	alr2827	342	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2827 protein 	4:Protein predicted	42.98	1	0.999	12	12	12	36	36	36	254088288	254088288	254088288	13C(57.0214), 13K(304.2071), 14K(304.2071), 15M(15.9949), 18C(57.0214), 19K(304.2071), 1C(57.0214), 4C(57.0214), 7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	1095516.1934	11076555.7168	62307372.3984	43202938.9727	10110756.9795	3640276.1782	1144677.0381	752997.3237	528516.0156	365738.8145	387826.8491	296843.3611	380564.698	267476.4375	294526.8582	266177.5745	449331.251	379552.2705
tr|Q8YT98|Q8YT98_NOSS1	Q8YT98	Q8YT98_NOSS1	lhgO	404	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2826 protein 	4:Protein predicted	42.82	1	0.999	15	15	15	25	25	25	56576682	56576682	56576682	10K(304.2071), 12C(57.0214), 14K(304.2071), 1K(304.2071), 2C(57.0214), 5C(57.0214), 5K(304.2071), 5M(15.9949), 7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	856339.9614	7246485.9023	18440215.9531	10138458.9961	3481923.7148	1795722.8975	761578.2905	630286.9797	1178849.8252	678400.6267	505175.7659	338498.7515	414195.6035	211637.7395	320009.2297	282446.8291	350479.5747	797830.8667
tr|Q8YT99|Q8YT99_NOSS1	Q8YT99	Q8YT99_NOSS1	rfbF	257	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Glucose-1-P cytidylyltransferase 	4:Protein predicted	22.18	1	0.999	5	5	5	8	8	8	12942154	12942154	12942154	11K(304.2071), 11M(15.9949), 4M(15.9949), 7K(304.2071), N-term(304.2071)	NA	NA	192827.1426	1310025.0781	1289229.6875	638571.9297	369541.3516	319851.5938	101258.3496	61863.5938	51335.6182	21242.2515	21871.6504	36278.9761	31002.3496	26981.438	22593.1045	21498.0942	31978.4297	46429.4268
tr|Q8YTA1|Q8YTA1_NOSS1	Q8YTA1	Q8YTA1_NOSS1	alr2823	260	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2823 protein 	4:Protein predicted	7.69	1	0.999	2	2	2	3	3	3	4070528	4070528	4070528	11K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	798390.6758	3494031.6875	2893900.8281	1002374.5625	317437.7148	156136.4629	70050.916	40604.728	33692.6934	30044.1885	34764.3174	32385.041	47164.6104	23591.2012	35239.9727	30540.2588	40857.9761	133222.6699
tr|Q8YTA2|Q8YTA2_NOSS1	Q8YTA2	Q8YTA2_NOSS1	alr2822	224	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2822 protein 	4:Protein predicted	10.27	1	0.999	3	3	3	3	3	3	9568952	9568952	9568952	4M(15.9949), 8K(304.2071), N-term(304.2071)	NA	NA	187410.4922	991204.7188	1002581.6875	511707.4844	429117.2031	309396.5312	100046.0078	71423.3613	59863.7188	40480.2988	58856.2012	59440.3848	126232.3691	61624.0254	64007.752	67226.6133	60458.7344	152345.793
tr|Q8YTA7|Q8YTA7_NOSS1	Q8YTA7	Q8YTA7_NOSS1	alr2816	804	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2816 protein 	4:Protein predicted	20.9	1	0.999	14	14	14	34	34	34	186983004	186983004	186983004	12C(57.0214), 13K(304.2071), 15K(304.2071), 22K(304.2071), 4C(57.0214), 7K(304.2071), 8K(304.2071), 9C(57.0214), N-term(304.2071)	NA	NA	569568.3511	2864297.2393	17873880.6758	27082272.3164	9747214.668	3713970.4604	1278823.8047	627030.292	506567.0105	290011.6887	277765.699	216033.6677	221593.2144	138904.615	171862.0234	159601.1492	192577.8674	249276.7605
tr|Q8YTB3|Q8YTB3_NOSS1	Q8YTB3	Q8YTB3_NOSS1	all2810	369	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	S-(hydroxymethyl)glutathione dehydrogenase 	3:Protein inferred from homology	37.4	1	0.999	13	13	13	48	48	48	508497880	508497880	508497880	11M(15.9949), 15K(304.2071), 16K(304.2071), 16M(15.9949), 20K(304.2071), 2C(57.0214), 3M(15.9949), 4C(57.0214), 5C(57.0214), 5M(15.9949), 6C(57.0214), 6M(15.9949), 7K(304.2071), 8K(304.2071), 8M(15.9949), 9C(57.0214), 9K(304.2071), N-term(304.2071)	NA	NA	1488083.0527	9916526.0391	29882013.4414	55685248.7129	37850676.0586	14367131.5898	4123270.7642	1686575.3772	1101185.6704	742936.6323	790318.9897	667520.4917	781569.0657	549179.2327	468674.0762	522107.1877	651573.9062	679178.6626
tr|Q8YTB5|Q8YTB5_NOSS1	Q8YTB5	Q8YTB5_NOSS1	fghA	282	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	S-formylglutathione hydrolase 	3:Protein inferred from homology	31.21	1	0.999	6	6	6	11	11	11	13611868	13611868	13611868	11C(57.0214), 11K(304.2071), 15M(15.9949), 16C(57.0214), 17K(304.2071), 8M(15.9949), N-term(304.2071)	NA	NA	101697.6289	994803.7891	1864398.8281	930006.4297	350187.3125	207481.8945	131897.29	74402.9341	53244.8521	25362.3616	33360.0959	26144.4238	20968.6897	15842.406	22984.0483	19192.7493	35956.98	47410.5024
tr|Q8YTB7|Q8YTB7_NOSS1	Q8YTB7	Q8YTB7_NOSS1	glgP2	737	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All2806 protein 	3:Protein inferred from homology	41.52	1	0.999	29	29	29	104	104	104	733768304	733768304	733768304	10K(304.2071), 10M(15.9949), 12K(304.2071), 14K(304.2071), 15K(304.2071), 16K(304.2071), 1C(57.0214), 1M(15.9949), 2C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	2267324.5493	10995920.7332	110463804.1914	143377562.9844	42801156.4023	18491285.9478	5661067.5205	2932686.729	1609583.5759	1179228.5183	1120301.777	1047034.4067	1034486.6042	666286.9723	1571394.8403	1952561.0596	2623117.251	3091272.2067
tr|Q8YTD4|Q8YTD4_NOSS1	Q8YTD4	Q8YTD4_NOSS1	all2788	146	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All2788 protein 	4:Protein predicted	34.25	1	0.999	4	4	4	4	4	4	5597555	5597555	5597555	10K(304.2071), 11K(304.2071), 16K(304.2071), N-term(304.2071)	NA	NA	763267.9375	1233156.5625	379644.9141	145227.0156	79097.4863	62165.1504	56347.2441	46164.1621	34102.5098	26927.562	24510.0928	19648.9634	23053.0728	20957.9111	26579.7529	23051.8875	27454.9648	33297.791
tr|Q8YTD7|Q8YTD7_NOSS1	Q8YTD7	Q8YTD7_NOSS1	alr2785	649	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2785 protein 	4:Protein predicted	15.25	1	0.999	9	9	9	11	11	11	43141190	43141190	43141190	13K(304.2071), 15C(57.0214), 3M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	300495.6758	1630586.5547	7306383.5625	6217583.1562	2031528.0781	982903.5664	480862.6328	374157.6401	269373.6689	160433.5879	181892.3218	142792.8579	142127.75	106540.0244	113677.2109	118222.0461	197526.8469	232300.5254
tr|Q8YTD8|Q8YTD8_NOSS1	Q8YTD8	Q8YTD8_NOSS1	alr2784	840	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2784 protein 	4:Protein predicted	7.74	1	0.999	5	5	5	5	5	5	5046974	5046974	5046974	11K(304.2071), 24K(304.2071), 7M(15.9949), 8K(304.2071), N-term(304.2071)	NA	NA	53659.9355	463234.9727	1308577.7812	1522030.375	639125.8906	314698.4688	123750.8262	71785.3545	36430.6938	35412.0571	30666.2251	24269.6655	32554.2861	17401.9419	32217.6968	29360.7407	37298.4478	46592.123
tr|Q8YTD9|Q8YTD9_NOSS1	Q8YTD9	Q8YTD9_NOSS1	alr2783	311	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2783 protein 	4:Protein predicted	9.97	1	0.999	2	2	2	2	2	2	1276909	1276909	1276909	11K(304.2071), 20K(304.2071), N-term(304.2071)	NA	NA	20797.4937	180152.3672	467391.0781	254109.8906	122971.3945	112752.3594	69877.8203	49491.0586	31423.1987	19999.5732	15584.1333	14642.6504	13893.8013	9908.6934	10581.2881	12706.6655	16915.3955	31142.5488
tr|Q8YTE2|Q8YTE2_NOSS1	Q8YTE2	Q8YTE2_NOSS1	topA2	881	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	DNA topoisomerase 1 	3:Protein inferred from homology	34.51	1	0.999	30	29	30	64	60	64	100868954	89136480	100868954	10K(304.2071), 11K(304.2071), 13K(304.2071), 14K(304.2071), 23K(304.2071), 2C(57.0214), 4C(57.0214), 6K(304.2071), 6M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	1297590.5549	6978446.1943	13457585.686	19984630.2969	14301847.0913	8061615.9678	4957125.396	6495953.5264	2984000.4041	1967130.5723000001	1445442.8374	1327757.6375	1231232.5645	738141.6979	910972.8892	822244.6373	916206.1477	2389994.8671
tr|Q8YTE3|Q8YTE3_NOSS1	Q8YTE3	Q8YTE3_NOSS1	all2776	386	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All2776 protein 	4:Protein predicted	17.88	1	0.999	7	6	7	11	9	11	39682834	39682834	39682834	10K(304.2071), 3C(57.0214), 6M(15.9949), 7K(304.2071), N-term(304.2071)	NA	NA	650888.748	6312606.3574	6107752.4727	2340421.9062	1121260.9883	637892.4805	363145.2739	310153.8127	324845.9912	216407.9502	207208.0198	206721.3711	226967.5566	180697.0669	193916.4795	184731.1133	301710.5371	383197.2969
tr|Q8YTE7|Q8YTE7_NOSS1	Q8YTE7	Q8YTE7_NOSS1	all2770	412	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Dolichyl-phosphate-mannose synthase 	3:Protein inferred from homology	1.94	1	0.999	1	0	1	1	0	1	2369526	     0	2369526	N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr|Q8YTF1|Q8YTF1_NOSS1	Q8YTF1	Q8YTF1_NOSS1	alr2766	108	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Transcriptional regulator 	4:Protein predicted	28.7	1	0.999	3	3	3	3	3	3	3772745	3772745	3772745	N-term(304.2071)	NA	NA	56332.8086	660461.4102	605700.0938	231321.5742	99299.3672	100302.1328	63504.8203	31622.4229	76900.5439	38334.7676	27707.5283	30725.813	31204.627	22649.3945	23206.5303	21969.6343	25730.709	40987.3208
tr|Q8YTF2|Q8YTF2_NOSS1	Q8YTF2	Q8YTF2_NOSS1	alr2765	403	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Aminotransferase 	4:Protein predicted	21.59	1	0.999	8	8	8	9	9	9	20985449	20985449	20985449	7C(57.0214), N-term(304.2071)	NA	NA	121668.3037	917258.7344	2800880.6172	1410031.6055	468289.1465	289009.4385	161266.9773	89854.8464	65886.032	44955.3721	45379.7166	31347.7373	43178.0808	20911.5947	26515.5103	18096.2704	37353.5282	37035.1028
tr|Q8YTF5|Q8YTF5_NOSS1	Q8YTF5	Q8YTF5_NOSS1	alr2762	173	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2762 protein 	4:Protein predicted	32.95	1	0.999	5	5	5	16	16	16	120687026	120687026	120687026	13K(304.2071), 19K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	1021415.4717	8928470.4766	16488267.4688	7648156.3945	2807191.8994	1849573.9512	1470981.1631	854689.3652	680028.5825	390992.3687	492939.7759	396883.9634	323152.6848	225270.6519	267677.2998	299179.8086	745046.4746	506960.5288
tr|Q8YTF8|Q8YTF8_NOSS1	Q8YTF8	Q8YTF8_NOSS1	alr2759	393	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2759 protein 	4:Protein predicted	11.96	1	0.999	5	5	5	6	6	6	10072354	10072354	10072354	10K(304.2071), 11K(304.2071), 7K(304.2071), 7M(15.9949), 8K(304.2071), N-term(304.2071)	NA	NA	102775.7952	889247.5195	3354967.1523	2377522.2305	849420.9375	433036.2373	181835.6191	96003.3516	87115.853	64074.8999	87265.9497	63416.3457	72404.3967	41700.0508	66096.2371	63715.5396	88594.0811	180897.1431
tr|Q8YTG6|Q8YTG6_NOSS1	Q8YTG6	Q8YTG6_NOSS1	alr2751	218	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2751 protein 	4:Protein predicted	54.13	1	0.999	12	12	12	63	63	63	1162837056	1162837056	1162837056	10M(15.9949), 13K(304.2071), 14K(304.2071), 1K(304.2071), 5C(57.0214), 7K(304.2071), 8K(304.2071), 9C(57.0214), 9K(304.2071), N-term(304.2071)	NA	NA	8708445.229	196096303.1816	329587118.2891	112680171.6504	29171333.498	14396763.6704	4778091.5195	2720024.1484	2106271.7371	784287.0586	765740.6216	676362.504	660674.864	455166.8613	516451.0918	537668.9895	885912.126	1688766.3359
tr|Q8YTG8|Q8YTG8_NOSS1	Q8YTG8	Q8YTG8_NOSS1	alr2749	156	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2749 protein 	4:Protein predicted	5.13	1	0.999	2	2	2	5	5	5	201927762	201927762	201927762	7K(304.2071), 8K(304.2071), N-term(304.2071)	NA	NA	86075.625	2504365.375	5772534.6562	2301327.1406	560796.6797	204111.0469	70734.4517	37058.7476	31815.8848	16120.1328	17574.5391	20355.2048	8848.5996	14358.3047	8622.1865	5304.8345	19702.0527	22414.1826
tr|Q8YTG9|Q8YTG9_NOSS1	Q8YTG9	Q8YTG9_NOSS1	all2748	426	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	All2748 protein 	4:Protein predicted	13.38	1	0.999	6	6	6	9	9	9	40354262	40354262	40354262	12K(304.2071), 15K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	178931.7068	1099977.5605	2530038.7773	2906792.4648	3169868.7969	2349764.9961	574630.041	241161.0239	99691.0088	68134.3501	59537.0039	58832.2573	64485.6675	37312.8398	67300.5244	62306.5513	75753.7095	106637.2542
tr|Q8YTH2|Q8YTH2_NOSS1	Q8YTH2	Q8YTH2_NOSS1	alr2745	305	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Alr2745 protein 	4:Protein predicted	11.8	1	0.999	4	4	4	7	7	7	177129726	177129726	177129726	8K(304.2071), N-term(304.2071)	NA	NA	4036486.1875	4457554.2188	2039851.7188	879432.4688	437631.4961	403915.4111	345478.6064	773828.3135	404752.6313	231822.7119	178161.0894	135743.0928	148448.7168	111939.1597	107674.4844	108608.625	108251.7939	208536.5205
tr|Q8YTH3|Q8YTH3_NOSS1	Q8YTH3	Q8YTH3_NOSS1	alr2744	427	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Processing protease 	4:Protein predicted	13.11	1	0.999	5	5	5	12	12	12	48319423	48319423	48319423	11M(15.9949), 13M(15.9949), 15K(304.2071), 9K(304.2071), N-term(304.2071)	NA	NA	148248.793	1106528.4062	3384230.5	2146759.5	718815.582	363363.1094	118712.7393	71462.0183	50398.6438	44880.134	61784.6255	46708.7378	45271.3589	35124.4983	36395.334	41766.5632	60574.6182	108051.1699
tr|Q8YTH5|Q8YTH5_NOSS1	Q8YTH5	Q8YTH5_NOSS1	alr2742	380	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	N5-carboxyaminoimidazole ribonucleotide synthase 	3:Protein inferred from homology	15	1	0.999	5	5	5	7	7	7	110347382	110347382	110347382	10K(304.2071), 11K(304.2071), 21K(304.2071), N-term(304.2071)	NA	NA	921170.8779	10493051.0469	8512615.7031	2755138.3633	915939.5508	556958.125	273232.9141	197007.1484	172136.2246	103317.6245	114100.9429	154059.6924	132310.7183	76548.5093	107768.0967	125352.4722	168632.1624	413994.5996
tr|Q8YTH8|Q8YTH8_NOSS1	Q8YTH8	Q8YTH8_NOSS1	alr2739	591	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690	Histidine kinase 	4:Protein predicted	4.74	1	0.999	3	2	3	3	2	3	1318538	1318538	1318538	7M(15.9949), 9K(304.2071), N-term(304.2071)	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
